,title,description,video_id,epilepsy_title,epilepsy_description
267,[MMD Osomatsu-san] Copycat (Epilepsy Warning),Pose that I used for Karamatsu in the thumbnail is by Allen-Frost-Walker Models : aruchuP (I only edited the color of Karamatsu's hoodie just for this video) ...,QRbjy5eUBU8,False,True
268,Wanna Play? - Pupetta Meme (Epilepsy warning/Epilepszia veszély),Első animációm c.c Remélem tetszik :3.,PxBIbwOwXUU,False,True
269,Psychedelic GPU - Dead Radeon 9250 (Epilepsy Warning),"Please read below for info: This is a dying GPU I had laying around. While conpletely non-functional, it still works just enough to allow the system to post and ...",Sw2laA7Pxr0,False,True
270,Dark Star // Antisepticeye (Minor epilepsy warning),HD+Small screen+Headphones recommended. ----------------------------------------------------------------------------------------------------------- Wonderwall ...,HaQVzM32OY4,False,True
271,[FNAF SFM] (Epilepsy WARNING) HOW TO MAKE FNAF 4 NOT SCARY REACTION | What Is Life?,"[FNAF SFM] (Epilepsy WARNING) HOW TO MAKE FNAF 4 NOT SCARY REACTION | What Is Life? - TODAY, WE REACT TO A VIDEO BY XGAMERBROX ...",cFBa976f2wU,True,True
272,ECHO Gaster: Soul Teaser (epilepsy warning),A compilation showing (nearly) all the Gaster souls for the final video. There are 103 souls (might be knocked down to 102) and a few were omitted. There is at ...,s72y7MzWuJU,False,True
273,[MMD] Cyber Thunder Cider {NieR} [HD 60fps] {Epilepsy Warning},"Hello again! I hope all of you are doing well. With summer winding to a close, I'll probably be posting a less by next week. I'm very happy with how this came out.",TwOsJyNa3Cg,False,True
274,Wannabe--Doki Doki Literature Club 《AMV》 [Epilepsy warning],Hey! Thanks for watching my video. Constructive critism is welcome in the comment section below. Warning- Glitching effects and graphic images. Game: Doki ...,WGK70Eom8js,False,True
275,Agor.io prank on my sister! (epilepsy warning),"Hey guys thanks for watching this video. Dont forget to like, comment and subscribe if you haven't already. Prank at 4:20 ...",jeoHnFFKn-U,False,True
276,MMD x APH x MLP Smile (Epilepsy Warning!!!!!),Come on and smile! Epilepsy Warning!!!!! Enjoy the video! Model: Nachi Akira (eye edit by me-ooks) Motion: Scuba.,p_ysbwjlJ98,True,True
277,Photosensitive Epilepsy Warning | Video Game: the game,"the only way i can describe this is ""wtf?!"" hope you enjoy comment links to other flash games! game link: ...",mvTJgxpJbyM,False,True
278,Kraftwerk 3D Live at the Marquee Cork - 11/07/2018 *EPILEPSY WARNING*,yeet.,9PCYOqQJ-vU,False,True
279,[Amiga Classic] Dimension X - Retina Burn One (1080/30) (Epilepsy warning),[Amiga Classic] Dimension X - Retina Burn One (1080P/30FPS) (Epilepsy warning) Released: 1993 Type: Demo Link: ...,FVYDUNUyqCA,True,True
280,Crazy Video Editing in Ableton Live 9 60fps Epilepsy Warning!,"Hi, This short video is a fun little demonstration of editing video clips in Ableton. I particularly enjoy this method because of Ableton's Session View page where ...",r6DUjJJwGHs,False,True
281,[EPILEPSY WARNING] Nepping in the 90's ft. Ababa Histy,,8wgxozm922U,False,True
282,OBEY {Animation Meme} (INTENSE epilepsy warning) Gift for strawberrix,This video have a chance to hurt your eyes. This is the gift for birdie and I REALLY love her new oc...? ----------------------- Character/s: strawberrix ...,7-B5-EANSyc,False,True
283,⚠ Epilepsy warning ⚠] Free glitch footage (not chroma key),,qqM6nCrOylg,False,True
284,divine meme (epilepsy warning),original : https://www.youtube.com/watch?v=dsqIzV1UvZc song : https://www.youtube.com/watch?v=0_6gO7oMLuk ---------------------- im back ! ------------------ стр ...,Jxmv-5qNbRU,False,True
285,[FNAF MLG] You Can't Escape Me [EPILEPSY WARNING] [てんかん注意],"ABOUT BLOODY TIME. I had to finish this today, since it's going to be one week before my exam tomorrow. I've re-uploaded this, btw. Blame サンプルテキスト.",EQ3ofKqPO6o,False,True
286,(EPILEPSY WARNING) Smoke weed every day! (Meme),"Aaannd this is how you guys will meet my oc, spotty XD (ps don't do drugs ppl!) Follow me on: Twitter: https://twitter.com/Tigerspeedod Facebook (idk?)",qLwA9kQC9CU,False,True
287,"Minecraft PvP Edit #27 ""Epilepsy warning""",Partnered with Freedom ➜https://www.freedom.tm/via/VyperEdit ▻Donate to help me reach my new pc for better content.,4oJ6fnAT1Y4,False,True
288,(SFM) Game Over (Epilepsy Warning),"Well here it is, Game Over is finally done after 2 months of hard work. I hope you guys like it. Please leave your comments to let me know what you guys think, ...",EhbingwDQU8,False,True
289,Krystal at Further Confusion 2016 [6/6] (Epilepsy Warning),WARNING: This video contains scenes with flashing lights. This is the last video of Ayano Harumaki cosplaying as Krystal at this con. Ayano only wore the ...,DjfordYnVg4,False,True
290,MARCH ONWARD TO YOUR NIGHTMARE (SFM) (epilepsy warning!),FINALLY AFTER LOT OF DAYS AND NIGHTS THE ANIMATION IS NOW FINISHED! :D. I AM REALLY PROUD OF THIS ANIMATION :). I hope you will enjoy it.,Eqhc5dxZyWI,False,True
291,Bill Cipher the Science Guy? (Bill Nye Parody) *Epilepsy Warning*,EPILEPSY WARNING* Just being safe because things do change colors and flash. Don't tell me you haven't thought of this parody before. Haha! Finally got ...,5jvqb9hZRH4,True,True
292,Minecraft PvP Edit #37 ''Follow You'' [OCE] [Epilepsy warning],Partnered with Freedom ➜https://www.freedom.tm/via/VyperEdit ▻Order your edits on my Sellfy Store https://sellfy.com/VyperEdit ▻Channelart Made By Aaarow ...,lNLqeTWePHo,False,True
293,fusion | by displaced [EPILEPSY WARNING],this song was a pain in the ass to sync Open↴ =======================Info ♫ Music ♫ → Normandie - Awakening Lightroom → crdnl Mats → crdnl Font ...,TvtENrKS-Ks,False,True
294,Twisted || gachaverse (Epilepsy Warning),"I know that at one time there was talk about brothers and I made one brother, a small technical error.",01Upb8FVKcs,False,True
295,[UNDERTALE] Ikea story (EPILEPSY WARNING),Wow another undertale thing audio from game grumps https://youtu.be/mWiYoR0pX7k here have fun tumblr: http://randomsnowcannon.tumblr.com/ art blog: ...,e7CJAUdoYCw,False,True
296,Polish Politics in MEME (Epilepsy Warning),"Member of a polish left-wing group ""Komitet obrony demokracji"" was hit by a random woman in a rhythm of ""Down Under"" Credits: Film: Youtube Music: Men At ...",ySQXhaI0OMk,False,True
297,[SFM/FNAF] Wicked Sister (Preview 3) EPILEPSY WARNING!,THANKS FOR WATCHING!! ------------------------------------------------------------------------------------------------- (Links) Song: Wicked Sister ...,U7DUa6Hucpw,False,True
298,Phoenix - Bankrupt! (photosensitive epilepsy warning),,EZ6SibEX7P0,False,True
299,►French Cover◄ Crystalline ☠ 【Ωmegata】⚠️EPILEPSY WARNING⚠️,Je ne suis PAS la vraie Omegata : http://puu.sh/z0OMw/4109e3c476.png Qui est Omegata ? : http://fr.utaite.wikia.com/wiki/Omega_Ta ⚠   Check the ...,eMGyUGIcpQs,False,True
300,[FNaF SFM] THE HUNT - MIARISSYTV (COLLAB) [/!\EPILEPSY WARNING!!/!\],"You guys were asking out why I wasn't uploading any collabs, uh? IT'S BECAUSE I WAS PREPARING A PRIVATE ONE!! :D After waiting 3 months, we are ...",TybYgJVvX3Y,False,True
301,"Steamed Hams but Skinner lies even more, infuriating Chalmers. (epilepsy warning)",,b24Y_RHSgvM,False,True
302,Exorsism|Niviro-The ghost|SFM|EPILEPSY WARNING!|Halloween special,"An early Halloween speical! Finally, this sfm looks amazing I think and I hope you all enjoy it. Original: https://www.youtube.com/watch?v=lTEzfj8IAR0 NCS: ...",3CqC36w4h78,False,True
303,FDIC 2018 Vlog (EPILEPSY WARNING),PLEASE DO NOT WATCH THIS VIDEO IF YOU ARE EPILEPTIC!!!! -------------------------- Huge thanks to Dan and Tori for taking me to FDIC this year.,67fkedpEyfY,False,True
304,big black gets even more cancerous (epilepsy warning),"a short stream after a long hiatus/break from osu, most likely going to continue. maybe i'll make videos about what something entails, if i find time and energy for ...",GSlwhIA0iIw,False,True
305,SMILE MEME - CAMP CAMP -(Gore+epilepsy Warning!!),"ORIGINAL: https://www.youtube.com/watch?v=NanhqTT6vYs So, I had this idea a while ago when the meme was first made, I had the idea before the David one ...",3Fd87DQs-fg,False,True
306,[EXTREME EPILEPSY WARNING] QU1CKSC03P B4TTL3FI3LD THR33 FR4GV1D03 SK1LL MLG FUCKF3ST,"This time, the video required a warning. Yes it is that bad. Not for children under the age of 3.",tjqvxXl8Iy8,False,True
307,FNAF/SFM: Afton Family (Preview 3) (EPILEPSY WARNING),"I heavily apologize on the delay. My wifi is being stupid and very, very slow. We are trying to manage it. I hope you enjoy the animation. it will be finished soon.",g_GBQ5jBzsE,False,True
308,Smite Highlight: NA Ult (EPILEPSY WARNING),"The horror. The sheer horror. ""Very Low Note"" Kevin MacLeod (incompetech.com) Licensed under Creative Commons: By Attribution 3.0 ...",LVslD1EBYtY,False,True
309,"Right hand man [Hamilton animatic] [epilepsy warning, it contains flashes]","Geez guys I through I would never finish it, but here we are!! Hope you like it :D Also, OMG!!, 200 SUBSCRIBERS!?!?!? REALLY?!?! I'm so happy, thank you ...",8zzdpGZ6o7E,False,True
310,Mikan | SMILE [epilepsy warning],I saw an animatic meme floating around and I can't draw to save my life but I still wanted to edit it with Meeks really quick so here we are. (This was meant to be a ...,GhVDqkamSJE,False,True
311,"FNAF SFM | ""You Can't Escape Me"" by CK9C | EPILEPSY WARNING / てんかん注意","ABOUT BLOODY TIME. I had to finish this today, since it's going to be one week before my exam tomorrow. I've re-uploaded this, btw. Blame サンプルテキスト.",M-TZKBi2znw,False,True
312,BOSS MODE || original meme [epilepsy warning],"y'all ready for another headbob meme ?? well here's one i just. wanted to make one w/ this song lmao programs: clip studio paint EX (art, frames), sony vegas ...",TnUPGPBXRog,False,True
313,HTS | distance between two points | FULL MEP [EPILEPSY WARNING],"THERE ARE FAST-CHANGING BRIGHT COLOURS IN THIS VIDEO] ""we've got forever, slipping through out hands"" ------------------------------ Ok so first of all!",zndsPxE4Qkc,False,True
314,LPS Plainside High - Episode 3 (Party?) *Epilepsy Warning*,Hey LPSTubers! This Series is about a girl named Kylie who just moved from Alabama to Canada and is starting her 10th grade of high school. She meets Jamie ...,idg-t1J_6Rc,False,True
315,The 2nd Vinesauce YTP Collab! (EPILEPSY WARNING),"Warning for anyone who has photosensitive epilepsy: this video has a lot of flashy and colorful effects After 2 days of editing and 4 months of receiving entries, ...",SbnsW8zFmfk,True,True
316,My Past is Not Today (Vylet Remix ft. Strigidae) | EPILEPSY WARNING,"A remix of a cover OKAY SUPER EPILEPSY WORLD BE CAUTIOUS OF WATCHING THIS VIDEO OKAY YEAH First things first, why is Twilight the focus of this ...",Iqv17g8KWho,True,True
317,SMILE [MeMe] (Epilepsy Warning),Original meme : https://www.youtube.com/watch?v=NanhqTT6vYs Follow me : Insta : mademoiselle_souriire Twitter : ManonSmile1 Facebook : Miss Smile.,nAcChh01IIw,False,True
318,[epilepsy warning] m0ar mashr00ms [MEME] [gift for LOPALU],That's what happens if you don't make memes for a long time. (no) Original: https://www.youtube.com/watch?v=HT6gTLWV4qc LOPALU: ...,MINrr9yYhN8,False,True
319,"[SFM FNAF | COLLAB] ""Bringing Us Home"" by TryHardNinja (EPILEPSY WARNING)","Well, it was pretty hard and fun for me and, I think, for my friends. We glad to upload it for you and we hope you will like it. If you interesting, it took a... month to do ...",zlwdUpRVPSQ,False,True
320,[FNAF | SFM] SCARY HOUR | EPILEPSY WARNING |,"Meh, thank you for 1k :0 Original music - https://www.youtube.com/watch?v=Y_aEbQnvew4 I don't know what happened to quality. Everything was fine at Sony ...",41zOOX8FWhI,False,True
321,[FNAF - SFM] Noticed || MandoPony (Fan - Made)  ~EPILEPSY WARNING!~,My new laptop is here and I'm trying to make better videos! ;) ♥ ____.···············_ ───···············─── ────...,h3Nhg1GnNtA,False,True
322,Попробуй не ослепнуть ► Bad Trip (Epilepsy Warning!) ►Спиды,Минус глаза. Приятного просмотра =-) ====================================================== *вставить текст*,oqodecw7LzM,False,True
323,easy easy | meme *EPILEPSY WARNING*,from now on im gonna put meme in the title of my videos because videos with meme in the title GET VIEWS MMMMMMMMMM Collab with French Fry YT!,9bC5iAzX60Q,False,True
324,| What Does The Fox Say | POKEMON ANIMATION [epilepsy warning!],"Sooo it's time for new poke-animation! This time, I have chosen 'The Fox' by Ylvis. Well, this is probably one of the best animations on my channel, if it comes to ...",VxZSjmiayjc,False,True
325,Dinosaurs Go Rawr [MEME] [epilepsy warning],Original: https://youtu.be/xlO5MeZvYK8 i'm so glad it's 2018 and cringe culture is over so we can finally go back to doing memes that are actually good.,E-ayrw97VLM,False,True
326,*epilepsy warning* Porter Robinson - Language (Live Edit w/ Visuals),i'll be okay.,VmuqxyxCwk8,False,True
327,[Fanmade PV] Master of the Graveyard [Eng Sub] - Epilepsy Warning,Produced by MOTHY / Akuno_P PV by Catharsys Translation based on Pricechecktranslations The full series can be found here: ...,84htZ1ssRxQ,False,True
328,SMILE [MEME] (epilepsy warning) | OLD,"here it is, my first meme, it's not the best but i'm quite happy with it :D THANKS FOR WATCHING! original meme by: Getlost 꺼져 ...",TdJDO6i9V3o,False,True
329,Critical|Collab|PUNYASO-fnaf dubstep|SFM|EPILEPSY WARNING!,"Everyone did amazing in my opinion, some parts I think could have been better but I think this is great for a first major collab. Hope you enjoy. Original: ...",2kVUUWgDD-o,False,True
330,Hypnotic meme | Epilepsy warning,"Here Have something edgy Emma, Sapphire and Jethro belong to me Sapphire will die without her necklace stuPid sapphire why did you give itTttt ded Original ...",3unZ-lNjkfU,False,True
331,Squidward Tortellini [Ear Rape] [Epilepsy Warning],Lmao Squidward Tortellini!,sYXW91TsITM,False,True
332,G̷o̴o̸d̷b̸y̸e̵ ̴T̸o̴ ̸A̸ ̸W̴o̵r̶l̵d̷  [EPILEPSY WARNING],EPILEPSY WARNING!! This is my first visual edit. Hope you guys enjoy :) Inspired by Ramune ラムネ (skelix) Song: Porter Robinson - Goodbye To A World ...,lbu9zzxEbgc,True,True
333,FIBRE - Overture (Epilepsy Warning),Artzie Music - #1 Destination for Unique Music Subscribe to us: http://tiny.cc/ArtzieSub Get the track 'Overture' out now Spotify: smarturl.it/OvertureSpotify ...,HHH_DUWGxP0,False,True
334,(FNAF/SFM) Oh I Hate U! {EPILEPSY WARNING},Sorry for not uploading that often I'll try my best to upload more vids but I might consider doing a QnA video would u guys like to see that? Let me know in the ...,CWiWHhy1QFk,False,True
335,WHAT THE FU-  AAAAAAAAAAAA (epilepsy warning),_(ツ)_/¯,Xu2exZut-Y0,False,True
336,Just Shapes and Beats Lycanthropy MLG (Just Europe and memes) (EPILEPSY WARNING),OH YES Gameplay by Noire Blue: https://www.youtube.com/channel/UCUZpzh41JoA4bbgfQL1hx7A Твиттер: https://twitter.com/Game_over_kat Дискорд ...,uY02dZ_jSxM,False,True
337,Melody!. .:meme:. (epilepsy warning),Original by g.erald https://www.youtube.com/watch?v=hJVt-MkV1-I&t=1s Music https://www.youtube.com/watch?v=Rmea5ET_n9g ...,4djI6NOwnWQ,False,True
338,Попробуй не ослепнуть ► BAD TRIP (Epilepsy Warning!) ► Кислота,,im5yT935Z1g,False,True
339,◀ Karma Meme [DDLC animation meme] (gore & epilepsy warning) ▶,"Это было трудно... наконец, я закончил эту анимацию Подписывайтесь на канал, чтобы не пропустить больше...",jU9N47Kn-Rc,False,True
340,Don't you original meme // remake EPILEPSY WARNING,"Wow cool Programs:: flipaclip ,, Powerdirector ,, my hands xd Old one:: https://youtu.be/r4-isyxxOaQ Quit saying the old one is better it makes me feel shitty ...",n1_EviIhurM,False,True
341,Ep. 18: Nike SPARQ Vapor Strobe Review - Epilepsy Warning,Review of Nike Sparq Vapor Strobe Eyewear and Sensory Training Drills. Instagram / Twitter / Facebook @iknowfootball Snapchat: IKF_Official.,2BmRWC1msOA,False,True
342,SFM\SHORT| Do you (MEME) | Troi boy {EPILEPSY WARNING},DO NOT RE-UPLOAD!□ You can do something creative out of it. If you want to use it full then please contact me on YouTube. Ohh... forgot to add intro xD but ...,bS-lAciv_JI,False,True
343,SoundSelf test (EPILEPSY WARNING),"Just a quick 2min test of soundself's august 2015 build. If you suffer from epilepsy, please do NOT watch this video as there are a lot of flashing lights. All I was ...",v04jAeLIdZ0,True,True
344,Epilepsy Warning: Spongebob MLG Goofy Goover!,,FW2b88J9qrY,False,True
345,Happy Pills | Meme 【South Park】 (Flashing/Epilepsy Warning!),Can you tell that I love Tweek? Two Tweek videos in a week... But I've been working on this for a good bit so I hope you enjoy! Original: ...,s4y35zGbskg,False,True
346,Mister Rogers' Neighborhood Funding (1988) *Tape Error/Rare* [Epilepsy Warning],"From ""Episode #1586"". Captured from KET2 on June 7th, 2014. This is the only time this error occurred on KET. During the beginning funding for this episode, ...",xvKnbV8nKC8,False,True
347,"*EPILEPSY WARNING* My Three Sons Open/ Close (1965)/ Viacom Enterprises ""V of Doom"" (1976)","That's the last time I ever use autofocus. Makes the keystoning worse than it originally was. From ""There's a What in the Attic?""",8TTbGutkYPc,False,True
348,"""StimpyPvP"" ~ Short Minecraft PvP Montage [EPILEPSY WARNING]",Rendered in 1080P60FPS .Leave a like if you enjoy this video ▻Stimpy - https://www.youtube.com/user/StimpyPvP - https://twitter.com/StimpyPvP ▻ Follow ...,bh1rnDDSk0Y,False,True
349,Gota.io INCREDIBLE *TRIPLE TRICKS* // EPILEPSY WARNING!!! // NICE EDITS // DOUBLESPLITS // SceeGle,I REALLY HOPE YOU ENJOYED MY SPECIAL VIDEO!!! THANK YOU SO MUCH FOR WATCHING!!! LOVE YOU ALL (no homo) AND DON'T FORGET THE ...,pXAYnwKhjcY,False,True
350,Garry's Mod DarkRP - ModernGaming | **epilepsy warning!!**,Deutscher Stream.,S77Hrb7ZZ60,False,True
351,Jack Frost Tech Talk with Bunny. EPILEPSY WARNING: Flashing lights and colors.,Tech Talk live stream with Bunny. EPILEPSY WARNING: Flashing lights and colors.,rDWlwTGExbo,True,True
352,V_X_C∧IN| Meme (Epilepsy warning),Ow the edge. Time taken: 5 days Frames per second: 24 Total frames: 913 Original meme: https://youtu.be/0ILhKOYmcWc Song: https://youtu.be/TV5bhh4_f2M ...,xsWBcYGmmhw,False,True
353,Don Diablo Feat. Kerli - Back To Life (Lyrics Video) [EPILEPSY WARNING],,qydVYO5Sfwk,False,True
354,Minecraft PvP Edit #30 600SUBS [SPECIAL] We are!! [Epilepsy Warning!] [60likes?],Partnered with Freedom ➜https://www.freedom.tm/via/VyperEdit ▻Donate if you want :P ...,tEALJSUwNNE,False,True
355,Xans Nyan Cat [EPILEPSY WARNING],Idea by DonnieBuilds https://www.youtube.com/watch?v=nDXML-mCTaM&t=1s and https://twitter.com/SummerAssassino VIRUS DETEC- I streamed nearly all of ...,9s9XQE_qgOg,False,True
356,white ink in Splatoon 2 (epilepsy warning),I don't even know how this happened.,osOjxc2Q-48,False,True
357,[EPILEPSY WARNING] ★ osu! Storyboard Showcase // Billain - Boogie [Edge] ★,"In this series, I'm showing some really great storyboards. Enjoy the show, everything's made just by the Cinema mod! :) Comment down below which storyboard ...",RXzUN4OQNck,False,True
358,Just Dance - Heroes - Måns Zelmerlöw - Fanmade Mashup - Epilepsy Warning,I'm back! This time i bring you a mashup of the song winner of Eurovision 2015. Thanks for all your support guys! we are the heroes of our time Credits: ...,d-KdhwKimfE,False,True
359,Five Nights At Kyles 2 Trailer [EPILEPSY WARNING!],Five Nights At kyles 2 trailer! NOTE: I made this on iMovie it's a second version of the 1st one.,TcwiHs6_nOw,False,True
360,Glitch (a platformer) (WIP game) *EPILEPSY WARNING*,Another work in progress game (Recorded with https://screencast-o-matic.com),_Yut9EFN0kI,False,True
361,Spider-Man birth of legend final trailer (epilepsy warning),The final trailer for Spider-Man birth of a legend.,YnNpk2XlEEU,False,True
362,Everything wrong with danielle bregoli in a 10 minute video (epilepsy warning),Everything wrong with danielle bregoli in a 10 minute video Song used: Demi Lovato - Tell Me You Love Me.,mx7Mwh5bZpw,False,True
363,SQUIDWARD DIED!!!...Nightmares at The Krusty Krab (Epilepsy Warning),"Hey Guys welcome back to a brand new video on the indie horror game called ""Nightmares at the Krusty Krab"" so sit back relax and enjoy. Let's try to get to 1000 ...",OMzhFz2X_jU,False,True
364,Wtf am i doing with my life?! [Epilepsy warning],i don't even know anymore XD.,Vlxf_UJpt0A,False,True
365,Future-Low Life (INSANE BASS BOOST!!!)*Epilepsy Warning*,"Epilepsy Warning* This song is great for people who like to listen to good bass boosted songs... so sit back and enjoy. Big credit to ""Future"" and ""The Weekend""",ndX_jBzJEhM,True,True
367,420 Blaze it 360 noscope EPILEPSY WARNING!!!,Yeah i am back whit more nonsens bye !! Subscribe and like yeah booiiiii!!,AAqHAfuUzYg,False,True
368,↱ audios for editing (added sfx),HEADPHONE & EPILEPSY WARNING ⚠   effects are a little too loud but i can't fix them :(( **my new channel!** https://www.youtube.com/channel/UCoce... haha ...,-vAq55BO7os,True,False
371,Crazy Scary Holy Fantasy (NickStradi Remix feat. Ria & Phobos) [Overlord Movie ED],"Some epilepsy warning. Our take on Crazy Scary Holy Fantasy originally by Myth & Roid. Initially it was just a collab between me and TheMan (guitar riffs!!!!!1), ...",TpSUot3GRX8,True,False
373,[FGONA] March of the Saint Quartz (Christmas 2017 Rerun Gacha),"WARNING: Possible epilepsy warning- if you are sensitive to flashing and/or flickering lights, this video may bother you. Discretion watching the video is advised.",hvk0Qcm-MeE,True,False
374,Everhood Demo | I LOVE THIS GAME,EPILEPSY WARNING!!!! FLASHING LIGHTS! This game was so awesome!!!! I love it so much and I really hope to see it continued! GameJolt page for Everhood: ...,iwMeDqmHHYE,True,False
378,8 Style Challenge // Speedpaint,"does this need an epilepsy warning?? i'm sorry i was flipping over to references so much, idk how to get around that ;; most people did 10-20 styles for this?? are ...",Lu2RidtMrWw,True,False
379,Blox Saber ALPHA,EPILEPSY WARNING* - CONTAINS FLASHY GRAPHICS https://www.roblox.com/games/2291449672/Blox-Saber-ALPHA.,-arO7TCBqQI,True,False
382,Playing Sonic 3 Complete!,So I'm Going To Play Sonic 3 Complete (A ROM HACK) but.... with different sonic sprites! I will not be checking the comments. EPILEPSY WARNING! Rules: No ...,uodBIO7riMc,True,False
384,A Cover of From Eden but it's At A Karaoke Bar,EPILEPSY WARNING FOR FLASHING LIGHTS***,NvswHSJ5mSk,True,False
386,Christmas lights and sounds!,"EPILEPSY WARNING: this has bright lights. A video of my christmas decorations with lights and sounds on one shelf, 24 more days!",DEHHwbC9Q0g,True,False
388,Epilepsy warning! || Watch this if you're on the fence about Fallout 76,Twitter- https://twitter.com/Polorbear1147 THIS IS A WARNING IF you are loading in the game and looking at the shadows in the distance there is a chance that ...,A8wQpDyOo3Y,False,True
389,EPILEPSY WARNING  - RARE FULL FOOTAGE of John Wayne Gacy Crawlspace Excavation from the 1970's,"PLEASE READ ME PRIOR TO WATCHING THE VIDEO: THIS VIDEO IS NOT FOR EPILEPTIC VIEWERS!!! THERE ARE FLASHING COLORS, SCREEN ...",zaO5SQIu5_I,False,True
390,Panic Room [MEME] [Epilepsy Warning],"Original Meme: https://www.youtube.com/watch?v=M4eeh-YiANw ayyyy i had fun on the last one. Wanted to make another one! Also, I've got an intro and an ...",v8SIsUw9Ue4,False,True
391,Bi polar MEME Shadow tubbie (Slendytubbies Style) EPILEPSY WARNING,Do not tell me about what I did to Movie Maker with this... This kind of animations break Movie Maker totally but it's worth it to put the audience happy.,wBqUZy8XKnE,False,True
392,FIRE WILL - Serious Epilepsy Warning Time,"When your game doesn't look very good, make it flash and blink and SCREEEEAAAAM at your goddamn eyes!",MceYqs07V1E,False,True
393,(EPILEPSY WARNING??) i hope you love me back meme,EPILEPSY?? SUICIDE?? Even though Rotis cut the noose before Shira did it.. oh shit another meme?? well thats because the falling in love meme was finished ...,sL57KSS8GRY,True,True
394,Party Oven (Epilepsy Warning),Subscribe to brighten up my oven. New video every week. Patreon: https://www.patreon.com/janarik Discord: https://discord.gg/Qr455SE Twitter: ...,0yz_NzA01JI,False,True
395,Kami-Con Rave 2016     [ Epilepsy Warning ],"WARNING: FLASHING LIGHTS. Do NOT watch if epileptic, photosensitive, or prone to seizures. Kami-Con Rave Compilation 2016 Radiation (Original Mix)"" by ...",tbluAmCb1Fk,False,True
396,Mother's Cake - Realitricked Me live (Off The Beaten Track) Epilepsy Warning!!,"Mother's Cake - Realitricked Me live (Live at Propolis 2014) Realitricked Me live is featured by Andreas ""Andalog"" Tentschert (Keys) & Charly Mair (Percussions) ...",VJyPpvN1VpI,False,True
397,"m0ar mashr00ms (original meme) [epilepsy warning] {Знакомьтесь, Боб}","Original: me Song: RQ – CUM MONOLITH. Если что, я не употребляю..",HT6gTLWV4qc,False,True
398,Bi-polar MEME *EPILEPSY WARNING* (Mephiles the Dark),Original MEME: https://www.youtube.com/watch?v=ZNe9yiEEfgk Music: Action Winter Journey - Nero's Day at Disneyland My group: https://vk.com/koudokuclub ...,qVs2bI0ORkU,False,True
399,Godzilla vs Bemular ( slight epilepsy warning ),Certain parts towards the end of this video may contain possible harmful footage to certain viewers) Godzilla vs bemular FINALLY!!! I got this out even though I ...,ZHZyd7cu940,False,True
400,SMILE MEME - CAMP CAMP -(Gore+epilepsy Warning!!),"ORIGINAL: https://www.youtube.com/watch?v=NanhqTT6vYs So, I had this idea a while ago when the meme was first made, I had the idea before the David one ...",3Fd87DQs-fg,False,True
401,моя кошка meme (FlipaClip) EPILEPSY WARNING,"okey first i have to apologize for being so inactive but i was working on two other memes but was too lazy to finish them xd so here i come with this ""master piece"" ...",TRk65htfQlk,False,True
402,MY NINTENDO 3DS WENT CRAZY (EPILEPSY WARNING),Subscribe to KrimZenTv : https://www.youtube.com/KrimZenTV Become a supporter here: https://www.patreon.com/PIMPNITE Follow me On Twitter: ...,FoeGr5NPT8E,False,True
403,Doospacito (epilepsy warning),EDIT: I added an epilepsy warning to the title just in case... i made music with my furbies featuring: funky man lesser harold squeakerz and leonard.,O-HQ5Ra1dY4,True,True
404,Eyes half closed l Meme (FlipaClip) thx for 20k (Epilepsy warning),Original meme - https://www.youtube.com/watch Song - https://www.youtube.com/watch?v=sOEaVHcV5xQ ...,KCEkGC35RXQ,False,True
405,"""Losing My Mind"" [Meme/Short] [SFM/OC] (EPILEPSY WARNING!)","Oh look, another meme! How original. I'm really really sorry, if I haven't been uploading that much videos as I used to, school this year is keeping me super busy, ...",33ylPqUTsdo,False,True
406,SFM Mr. Fazbear by Groundbreaking [EPILEPSY WARNING],"I'm Back! And this time I got some awesome news. For my main halo project its going great. As for this video, this is groundbreaking's Mr. Fazbear. This project ...",o9edQmmc-3k,False,True
407,[Pinestar PMV] RUNS IN YOUR FAMILY (Epilepsy Warning!),Song: Runs in the Family - Amanda Palmer Subject: Warrior Cats by Erin Hunter Pinestar is played by Al Baldino Doestar is played by me I love Pinestar!,_TBs-W1jemc,False,True
408,FNaF Sister Location Animation- Circus (Mild Epilepsy Warning),"This is finally up, guys! I started this way back when the trailer was first released, and now it's done just in time for the release of Sister Location! Hope you enjoy ...",rk34F4J9Wdo,False,True
409,SMILE|MEME|COUNTRYHUMANS|epilepsy Warning,"Hello,I'm an artist,SOFICUS. I do MEME and draw art.^ↀᴥↀ^ ✿❯────「✿」────❮✿ Приветствую,я художник,SOFICUS. Я делаю MEME и рисую...",H-5jkvoVV4M,False,True
410,Mikan | SMILE [epilepsy warning],I saw an animatic meme floating around and I can't draw to save my life but I still wanted to edit it with Meeks really quick so here we are. (This was meant to be a ...,GhVDqkamSJE,False,True
411,Nico Evaluates - Mega Man 11 (Episode 5 - EPILEPSY WARNING!),"With over 26 years of experience on Mega Man games, 7 years of doing the 'Buster Only No Miss' Challenge and countless Snupster Races, as well as being a ...",7gMUwcA4VW0,False,True
412,WHAT THE FU-  AAAAAAAAAAAA (epilepsy warning),_(ツ)_/¯,Xu2exZut-Y0,False,True
